,DateTime,Units,App-1,App-2,App-3,outdoor_humidity,outdoor_temperature,wind_speed,Holiday
0,2007-06-06 14:00:00,1.302066666666667,6.8,0.2,8.45,62.55568803993667,22.965797363590337,17.073516206024593,0.0
1,2007-06-06 15:00:00,0.6952,1.15,0.0,4.15,64.38085989646954,22.670002694292393,17.16329009134342,0.0
2,2007-06-06 16:00:00,1.0038000000000002,7.75,1.05,0.0,67.28703900456978,22.176359847697128,16.884186765723157,0.0
3,2007-06-06 17:00:00,0.43729999999999997,0.0,1.0166666666666666,0.0,69.74010263232498,21.573804466177364,16.71805454084246,0.0
4,2007-06-06 18:00:00,0.5142000000000001,0.0,0.0,0.0,71.93923606976466,20.65025100282011,15.351047149827288,0.0
5,2007-06-06 19:00:00,2.5439999999999996,8.983333333333333,0.13333333333333333,5.566666666666666,79.19471589436347,19.418826619260123,14.156137886270287,0.0
6,2007-06-06 20:00:00,2.0327333333333324,8.183333333333334,1.2,16.65,83.21336738700013,18.234754246307816,12.893572824096651,0.0
7,2007-06-06 21:00:00,2.2383000000000006,6.85,0.55,16.25,86.66886421715319,17.274852809068967,12.885292396223546,0.0
8,2007-06-06 22:00:00,2.1158999999999986,3.433333333333333,0.0,16.916666666666668,88.63865904811053,16.728490578233142,12.66225314903038,0.0
9,2007-06-06 23:00:00,1.1133333333333328,5.216666666666667,0.65,8.483333333333333,89.22378603089902,16.422636148855815,12.07104200991916,0.0
10,2007-06-07 00:00:00,0.31283333333333313,0.0,1.0,0.0,89.18870019120908,16.072156453682688,12.439593405504496,0.0
11,2007-06-07 01:00:00,0.24276666666666674,0.0,0.0,0.0,90.08059868411803,15.854058491725159,11.40985569304176,0.0
12,2007-06-07 02:00:00,0.2427333333333334,0.0,0.11666666666666667,0.0,90.96261714219379,15.61513252170436,11.106176555795788,0.0
13,2007-06-07 03:00:00,0.3117666666666667,0.0,1.2,0.0,91.4875104733128,15.457791947725568,11.363373465912895,0.0
14,2007-06-07 04:00:00,0.2608333333333334,0.0,0.3,0.0,92.02225800541801,15.418947222635538,10.873226615750163,0.0
15,2007-06-07 05:00:00,0.2302000000000002,0.0,0.0,0.0,91.5216685123703,15.672040254251554,11.057795624946433,0.0
16,2007-06-07 06:00:00,0.6251999999999999,0.0,0.85,0.0,89.90983943931468,16.303182104366684,11.922036397629428,0.0
17,2007-06-07 07:00:00,1.249133333333333,0.0,0.7333333333333333,9.4,87.78267318031101,17.11108201438697,11.873928008962983,0.0
